Run ID,5583,,,,,,,,,,,,,,,,,,,
Run Date/Time,20.21.2021 21:22,,,,,,,,,,,,,,,,,,,
Application Name,Labcyte Echo Dose-Response,,,,,,,,,,,,,,,,,,,
Application Version,01.05.2007,,,,,,,,,,,,,,,,,,,
Protocol Name,Dummy.edr,,,,,,,,,,,,,,,,,,,
User Name,ACCESS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
[DETAILS],,,,,,,,,,,,,,,,,,,,
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Source Concentration,Source Concentration Units,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Concentration,Destination Concentration Units,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,F18,1.12E-06,M,Sample 9,Sample 9,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,G18,7.45E-07,M,Sample 9,Sample 9,5,5,8.442,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,H18,3.73E-07,M,Sample 9,Sample 9,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,I18,1.75E-07,M,Sample 9,Sample 9,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,J18,1.16E-07,M,Sample 9,Sample 9,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,K18,5.82E-08,M,Sample 9,Sample 9,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,L18,3.49E-08,M,Sample 9,Sample 9,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,M18,1.75E-08,M,Sample 9,Sample 9,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,N18,1.16E-08,M,Sample 9,Sample 9,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,O18,5.82E-09,M,Sample 9,Sample 9,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,A19,2.24E-05,M,Sample 10,Sample 10,150,150,8.62,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,B19,1.12E-05,M,Sample 10,Sample 10,75,75,8.545,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,C19,7.45E-06,M,Sample 10,Sample 10,50,50,8.495,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,D19,3.73E-06,M,Sample 10,Sample 10,25,25,8.47,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,E19,2.24E-06,M,Sample 10,Sample 10,15,15,8.455,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,F19,1.12E-06,M,Sample 10,Sample 10,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,G19,7.45E-07,M,Sample 10,Sample 10,5,5,8.442,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,H19,3.73E-07,M,Sample 10,Sample 10,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,I19,1.75E-07,M,Sample 10,Sample 10,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,J19,1.16E-07,M,Sample 10,Sample 10,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,K19,5.82E-08,M,Sample 10,Sample 10,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,L19,3.49E-08,M,Sample 10,Sample 10,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,M19,1.75E-08,M,Sample 10,Sample 10,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,N19,1.16E-08,M,Sample 10,Sample 10,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,O19,5.82E-09,M,Sample 10,Sample 10,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,A20,2.24E-05,M,Sample 10,Sample 10,150,150,8.62,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,B20,1.12E-05,M,Sample 10,Sample 10,75,75,8.545,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,C20,7.45E-06,M,Sample 10,Sample 10,50,50,8.495,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,D20,3.73E-06,M,Sample 10,Sample 10,25,25,8.47,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,E20,2.24E-06,M,Sample 10,Sample 10,15,15,8.455,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,F20,1.12E-06,M,Sample 10,Sample 10,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,G20,7.45E-07,M,Sample 10,Sample 10,5,5,8.442,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,H20,3.73E-07,M,Sample 10,Sample 10,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,I20,1.75E-07,M,Sample 10,Sample 10,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,J20,1.16E-07,M,Sample 10,Sample 10,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,K20,5.82E-08,M,Sample 10,Sample 10,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,L20,3.49E-08,M,Sample 10,Sample 10,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,M20,1.75E-08,M,Sample 10,Sample 10,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,N20,1.16E-08,M,Sample 10,Sample 10,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,O20,5.82E-09,M,Sample 10,Sample 10,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,A21,2.24E-05,M,Sample 11,Sample 11,150,150,8.62,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,B21,1.12E-05,M,Sample 11,Sample 11,75,75,8.545,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,C21,7.45E-06,M,Sample 11,Sample 11,50,50,8.495,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,D21,3.73E-06,M,Sample 11,Sample 11,25,25,8.47,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,E21,2.24E-06,M,Sample 11,Sample 11,15,15,8.455,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,F21,1.12E-06,M,Sample 11,Sample 11,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,G21,7.45E-07,M,Sample 11,Sample 11,5,5,8.442,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,H21,3.73E-07,M,Sample 11,Sample 11,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,I21,1.75E-07,M,Sample 11,Sample 11,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,J21,1.16E-07,M,Sample 11,Sample 11,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,K21,5.82E-08,M,Sample 11,Sample 11,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,L21,3.49E-08,M,Sample 11,Sample 11,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,M21,1.75E-08,M,Sample 11,Sample 11,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,N21,1.16E-08,M,Sample 11,Sample 11,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,O21,5.82E-09,M,Sample 11,Sample 11,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,A22,2.24E-05,M,Sample 11,Sample 11,150,150,8.62,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,B22,1.12E-05,M,Sample 11,Sample 11,75,75,8.545,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,C22,7.45E-06,M,Sample 11,Sample 11,50,50,8.495,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,D22,3.73E-06,M,Sample 11,Sample 11,25,25,8.47,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,E22,2.24E-06,M,Sample 11,Sample 11,15,15,8.455,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,F22,1.12E-06,M,Sample 11,Sample 11,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,G22,7.45E-07,M,Sample 11,Sample 11,5,5,8.442,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,H22,3.73E-07,M,Sample 11,Sample 11,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,I22,1.75E-07,M,Sample 11,Sample 11,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,J22,1.16E-07,M,Sample 11,Sample 11,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,K22,5.82E-08,M,Sample 11,Sample 11,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,L22,3.49E-08,M,Sample 11,Sample 11,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,M22,1.75E-08,M,Sample 11,Sample 11,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,N22,1.16E-08,M,Sample 11,Sample 11,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,O22,5.82E-09,M,Sample 11,Sample 11,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,A1,2.24E-05,M,Sample 12,Sample 12,150,150,8.62,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,B1,1.12E-05,M,Sample 12,Sample 12,75,75,8.545,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,C1,7.45E-06,M,Sample 12,Sample 12,50,50,8.495,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,D1,3.73E-06,M,Sample 12,Sample 12,25,25,8.47,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,E1,2.24E-06,M,Sample 12,Sample 12,15,15,8.455,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,F1,1.12E-06,M,Sample 12,Sample 12,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,G1,7.45E-07,M,Sample 12,Sample 12,5,5,8.442,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,H1,3.73E-07,M,Sample 12,Sample 12,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,I1,1.75E-07,M,Sample 12,Sample 12,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,J1,1.16E-07,M,Sample 12,Sample 12,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,K1,5.82E-08,M,Sample 12,Sample 12,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,L1,3.49E-08,M,Sample 12,Sample 12,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,M1,1.75E-08,M,Sample 12,Sample 12,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,N1,1.16E-08,M,Sample 12,Sample 12,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,O1,5.82E-09,M,Sample 12,Sample 12,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,A2,2.24E-05,M,Sample 12,Sample 12,150,150,8.62,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,B2,1.12E-05,M,Sample 12,Sample 12,75,75,8.545,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,C2,7.45E-06,M,Sample 12,Sample 12,50,50,8.495,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,D2,3.73E-06,M,Sample 12,Sample 12,25,25,8.47,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,E2,2.24E-06,M,Sample 12,Sample 12,15,15,8.455,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,F2,1.12E-06,M,Sample 12,Sample 12,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,G2,7.45E-07,M,Sample 12,Sample 12,5,5,8.442,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,H2,3.73E-07,M,Sample 12,Sample 12,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,I2,1.75E-07,M,Sample 12,Sample 12,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,J2,1.16E-07,M,Sample 12,Sample 12,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,K2,5.82E-08,M,Sample 12,Sample 12,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,L2,3.49E-08,M,Sample 12,Sample 12,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,M2,1.75E-08,M,Sample 12,Sample 12,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,N2,1.16E-08,M,Sample 12,Sample 12,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,O2,5.82E-09,M,Sample 12,Sample 12,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,A3,2.24E-05,M,Sample 13,Sample 13,150,150,8.62,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,B3,1.12E-05,M,Sample 13,Sample 13,75,75,8.545,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,C3,7.45E-06,M,Sample 13,Sample 13,50,50,8.495,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,D3,3.73E-06,M,Sample 13,Sample 13,25,25,8.47,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,E3,2.24E-06,M,Sample 13,Sample 13,15,15,8.455,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,F3,1.12E-06,M,Sample 13,Sample 13,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,G3,7.45E-07,M,Sample 13,Sample 13,5,5,8.442,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,H3,3.73E-07,M,Sample 13,Sample 13,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,I3,1.75E-07,M,Sample 13,Sample 13,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,J3,1.16E-07,M,Sample 13,Sample 13,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,K3,5.82E-08,M,Sample 13,Sample 13,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,L3,3.49E-08,M,Sample 13,Sample 13,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,M3,1.75E-08,M,Sample 13,Sample 13,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,N3,1.16E-08,M,Sample 13,Sample 13,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,O3,5.82E-09,M,Sample 13,Sample 13,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,A4,2.24E-05,M,Sample 13,Sample 13,150,150,8.62,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,B4,1.12E-05,M,Sample 13,Sample 13,75,75,8.545,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,C4,7.45E-06,M,Sample 13,Sample 13,50,50,8.495,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,D4,3.73E-06,M,Sample 13,Sample 13,25,25,8.47,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,E4,2.24E-06,M,Sample 13,Sample 13,15,15,8.455,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,F4,1.12E-06,M,Sample 13,Sample 13,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,G4,7.45E-07,M,Sample 13,Sample 13,5,5,8.442,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,H4,3.73E-07,M,Sample 13,Sample 13,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,I4,1.75E-07,M,Sample 13,Sample 13,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,J4,1.16E-07,M,Sample 13,Sample 13,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,K4,5.82E-08,M,Sample 13,Sample 13,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,L4,3.49E-08,M,Sample 13,Sample 13,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,M4,1.75E-08,M,Sample 13,Sample 13,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,N4,1.16E-08,M,Sample 13,Sample 13,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[2],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[2],,Proxiplate_384PS,O4,5.82E-09,M,Sample 13,Sample 13,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,A5,2.24E-05,M,Sample 14,Sample 14,150,150,8.62,74.51,Percent,DMSO,
Source Plate[2],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[2],,Proxiplate_384PS,B5,1.12E-05,M,Sample 14,Sample 14,75,75,8.545,74.51,Percent,DMSO,
