Run ID,3360,,,,,,,,,,,,,,,,,,,,,,,,,,
Run Date/Time,04.01.2017 09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Name,Labcyte Echo Dose-Response,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Version,01.05.2006,,,,,,,,,,,,,,,,,,,,,,,,,,
Protocol Name,2017-01-04 - Protocol - OICR library round 3 (17-25) - MLLT1A - SingleShot 50nl transfer - TC.edr,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,ACCESS,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DETAILS],,,,,,,,,,,,,,,,,,,,,,,,,,,
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Source Concentration,Source Concentration Units,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Concentration,Destination Concentration Units,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status,,,,,,,
Sourceplate[22],,384LDV_DMSO,I16,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,D21,4.95E-05,M,XS125274b,Sample 2169,50,50,10.496,89.085,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,B16,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,D12,4.95E-05,M,XS048709c,Sample 2162,50,50,10.41,87.246,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,B16,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,C12,4.95E-05,M,XS048709c,Sample 2162,50,50,10.36,87.246,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,C16,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,K13,4.95E-05,M,XS212033a,Sample 2163,50,50,10.363,87.599,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,C16,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,L13,4.95E-05,M,XS212033a,Sample 2163,50,50,10.313,87.599,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,A16,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,W10,4.95E-05,M,XS120649b,Sample 2161,50,50,10.646,78.603,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,A16,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,X10,4.95E-05,M,XS120649b,Sample 2161,50,50,10.596,78.603,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,A17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,Y10,4.95E-05,M,XS212023a,Sample 2177,50,50,10.138,70,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,A17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,Z10,4.95E-05,M,XS212023a,Sample 2177,50,50,10.088,70,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,D17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,V14,4.95E-05,M,XS125224b,Sample 2180,50,50,10.334,87.551,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,D17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,U14,4.95E-05,M,XS125224b,Sample 2180,50,50,10.284,87.551,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,G17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,U18,4.95E-05,M,XS126801b,Sample 2183,50,50,9.752,83.332,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,G17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,V18,4.95E-05,M,XS126801b,Sample 2183,50,50,9.702,83.332,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,H17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AC19,4.95E-05,M,XS051828c,Sample 2184,50,50,10.456,87.47,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,H17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AD19,4.95E-05,M,XS051828c,Sample 2184,50,50,10.406,87.47,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,E17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AD15,4.95E-05,M,XS054344c,Sample 2181,50,50,10.375,87.404,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,E17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AC15,4.95E-05,M,XS054344c,Sample 2181,50,50,10.325,87.404,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,C17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,N13,4.95E-05,M,XS054646c,Sample 2179,50,50,10.263,86.845,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,C17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,M13,4.95E-05,M,XS054646c,Sample 2179,50,50,10.213,86.845,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,B17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,F12,4.95E-05,M,XS120511b,Sample 2178,50,50,10.401,87.287,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,B17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,E12,4.95E-05,M,XS120511b,Sample 2178,50,50,10.351,87.287,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,F17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,E17,4.95E-05,M,XS124643b,Sample 2182,50,50,10.325,87.891,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,F17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,F17,4.95E-05,M,XS124643b,Sample 2182,50,50,10.275,87.891,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,I17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,F21,4.95E-05,M,XS089814a,Sample 2185,50,50,10.509,88.534,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,I17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,E21,4.95E-05,M,XS089814a,Sample 2185,50,50,10.459,88.534,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,J17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,M22,4.95E-05,M,XS056239c,Sample 2186,50,50,9.756,88.25,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,J17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,N22,4.95E-05,M,XS056239c,Sample 2186,50,50,9.706,88.25,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,K17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,U23,4.95E-05,M,XS054210c,Sample 2187,50,50,10.569,81.583,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,K17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,V23,4.95E-05,M,XS054210c,Sample 2187,50,50,10.519,81.583,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,N17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,V27,4.95E-05,M,XS125402b,Sample 2190,50,50,10.244,88.675,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,N17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,U27,4.95E-05,M,XS125402b,Sample 2190,50,50,10.194,88.675,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,O17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AC28,4.95E-05,M,XS123468b,Sample 2191,50,50,10.286,88.243,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,O17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AD28,4.95E-05,M,XS123468b,Sample 2191,50,50,10.236,88.243,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,L17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AD24,4.95E-05,M,XS212135a,Sample 2188,50,50,10.545,88.582,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,L17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AC24,4.95E-05,M,XS212135a,Sample 2188,50,50,10.495,88.582,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,M17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,J26,4.95E-05,M,XS052897c,Sample 2189,50,50,10.551,88.915,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,M17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,I26,4.95E-05,M,XS052897c,Sample 2189,50,50,10.501,88.915,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,P17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,F30,4.95E-05,M,XS056231c,Sample 2192,50,50,9.934,82.212,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,P17,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,E30,4.95E-05,M,XS056231c,Sample 2192,50,50,9.884,82.212,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,P18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,G30,4.95E-05,M,XS128937b,Sample 2208,50,50,10.25,81.393,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,P18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,H30,4.95E-05,M,XS128937b,Sample 2208,50,50,10.2,81.393,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,M18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,K26,4.95E-05,M,XS052976c,Sample 2205,50,50,10.439,88.941,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,M18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,L26,4.95E-05,M,XS052976c,Sample 2205,50,50,10.389,88.941,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,J18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,O22,4.95E-05,M,XS212134a,Sample 2202,50,50,10.31,86.754,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,J18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,P22,4.95E-05,M,XS212134a,Sample 2202,50,50,10.26,86.754,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,K18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,W23,4.95E-05,M,XS091108a,Sample 2203,50,50,10.4,88.717,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,K18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,X23,4.95E-05,M,XS091108a,Sample 2203,50,50,10.35,88.717,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,N18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,X27,4.95E-05,M,XS125404b,Sample 2206,50,50,10.42,88.805,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,N18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,W27,4.95E-05,M,XS125404b,Sample 2206,50,50,10.37,88.805,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,O18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AE28,4.95E-05,M,XS123827b,Sample 2207,50,50,10.407,88.471,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,O18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AF28,4.95E-05,M,XS123827b,Sample 2207,50,50,10.357,88.471,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,L18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AF24,4.95E-05,M,XS056205c,Sample 2204,50,50,10.423,88.978,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,L18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AE24,4.95E-05,M,XS056205c,Sample 2204,50,50,10.373,88.978,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,H18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AE19,4.95E-05,M,XS130464b,Sample 2200,50,50,10.446,88.122,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,H18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AF19,4.95E-05,M,XS130464b,Sample 2200,50,50,10.396,88.122,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,E18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AF15,4.95E-05,M,XS036701c,Sample 2197,50,50,10.282,88.371,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,E18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AE15,4.95E-05,M,XS036701c,Sample 2197,50,50,10.232,88.371,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,D18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,X14,4.95E-05,M,XS053849c,Sample 2196,50,50,10.329,87.166,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,D18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,W14,4.95E-05,M,XS053849c,Sample 2196,50,50,10.279,87.166,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,G18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,W18,4.95E-05,M,XS126803b,Sample 2199,50,50,10.374,87.47,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,G18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,X18,4.95E-05,M,XS126803b,Sample 2199,50,50,10.324,87.47,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,F18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,H17,4.95E-05,M,XS124646b,Sample 2198,50,50,10.383,87.69,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,F18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,G17,4.95E-05,M,XS124646b,Sample 2198,50,50,10.333,87.69,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,I18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,G21,4.95E-05,M,XS050991c,Sample 2201,50,50,10.459,89.024,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,I18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,H21,4.95E-05,M,XS050991c,Sample 2201,50,50,10.409,89.024,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,B18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,H12,4.95E-05,M,XS120512b,Sample 2194,50,50,10.662,87.025,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,B18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,G12,4.95E-05,M,XS120512b,Sample 2194,50,50,10.612,87.025,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,C18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,O13,4.95E-05,M,XS048712c,Sample 2195,50,50,10.384,87.636,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,C18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,P13,4.95E-05,M,XS048712c,Sample 2195,50,50,10.334,87.636,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,A18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AA10,4.95E-05,M,XS048729c,Sample 2193,50,50,10.196,81.467,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,A18,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AB10,4.95E-05,M,XS048729c,Sample 2193,50,50,10.146,81.467,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,D19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,Z14,4.95E-05,M,XS127664b,Sample 2212,50,50,10.365,87.792,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,D19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,Y14,4.95E-05,M,XS127664b,Sample 2212,50,50,10.315,87.792,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,G19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,Y18,4.95E-05,M,XS054365c,Sample 2215,50,50,10.377,85.92,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,G19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,Z18,4.95E-05,M,XS054365c,Sample 2215,50,50,10.327,85.92,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,K19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,Z23,4.95E-05,M,XS130861b,Sample 2219,50,50,10.254,89.438,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,K19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,Y23,4.95E-05,M,XS130861b,Sample 2219,50,50,10.204,89.438,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,N19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,Y27,4.95E-05,M,XS054216c,Sample 2222,50,50,10.373,88.055,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,N19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,Z27,4.95E-05,M,XS054216c,Sample 2222,50,50,10.323,88.055,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,M19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,R26,4.95E-05,M,XS040795d,Sample 2221,50,50,10.333,88.724,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,M19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,Q26,4.95E-05,M,XS040795d,Sample 2221,50,50,10.283,88.724,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,J19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,Q22,4.95E-05,M,XS127850b,Sample 2218,50,50,10.328,88.334,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,J19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,R22,4.95E-05,M,XS127850b,Sample 2218,50,50,10.278,88.334,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,I19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,J21,4.95E-05,M,XS125416b,Sample 2217,50,50,10.395,88.605,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,I19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,I21,4.95E-05,M,XS125416b,Sample 2217,50,50,10.345,88.605,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,H19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,B20,4.95E-05,M,XS130618b,Sample 2216,50,50,10.423,88.142,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,H19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,A20,4.95E-05,M,XS130618b,Sample 2216,50,50,10.373,88.142,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,E19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,A16,4.95E-05,M,XS051844c,Sample 2213,50,50,10.356,87.026,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,E19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,B16,4.95E-05,M,XS051844c,Sample 2213,50,50,10.306,87.026,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,A19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,B11,4.95E-05,M,XS120664b,Sample 2209,50,50,10.031,81.216,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,A19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,A11,4.95E-05,M,XS120664b,Sample 2209,50,50,9.981,81.216,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,B19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,I12,4.95E-05,M,XS054643c,Sample 2210,50,50,10.486,87.052,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,B19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,J12,4.95E-05,M,XS054643c,Sample 2210,50,50,10.436,87.052,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,C19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,Q13,4.95E-05,M,XS124691b,Sample 2211,50,50,10.208,87.799,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,C19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,R13,4.95E-05,M,XS124691b,Sample 2211,50,50,10.158,87.799,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,F19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,N17,4.95E-05,M,XS124648b,Sample 2214,50,50,10.376,87.677,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,F19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,M17,4.95E-05,M,XS124648b,Sample 2214,50,50,10.326,87.677,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,L19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,B25,4.95E-05,M,XS127114b,Sample 2220,50,50,10.269,89.156,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,L19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,A25,4.95E-05,M,XS127114b,Sample 2220,50,50,10.219,89.156,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,O19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,A29,4.95E-05,M,XS056429c,Sample 2223,50,50,10.194,88.33,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,O19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,B29,4.95E-05,M,XS056429c,Sample 2223,50,50,10.144,88.33,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,P19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,I30,4.95E-05,M,XS127134b,Sample 2224,50,50,10.231,83.24,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,P19,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,J30,4.95E-05,M,XS127134b,Sample 2224,50,50,10.181,83.24,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,P20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,K30,4.95E-05,M,XS127136b,Sample 2240,50,50,10.187,84.234,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,P20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,L30,4.95E-05,M,XS127136b,Sample 2240,50,50,10.137,84.234,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,O20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,D29,4.95E-05,M,XS123831b,Sample 2239,50,50,10.421,88.2,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,O20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,C29,4.95E-05,M,XS123831b,Sample 2239,50,50,10.371,88.2,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,L20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,C25,4.95E-05,M,XS056206c,Sample 2236,50,50,10.31,88.453,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,L20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,D25,4.95E-05,M,XS056206c,Sample 2236,50,50,10.26,88.453,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,H20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,D20,4.95E-05,M,XS130622b,Sample 2232,50,50,10.325,87.606,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,H20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,C20,4.95E-05,M,XS130622b,Sample 2232,50,50,10.275,87.606,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,E20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,C16,4.95E-05,M,XS057158c,Sample 2229,50,50,10.238,86.935,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,E20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,D16,4.95E-05,M,XS057158c,Sample 2229,50,50,10.188,86.935,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,A20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,D11,4.95E-05,M,XS212031a,Sample 2225,50,50,10.249,77.204,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,A20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,C11,4.95E-05,M,XS212031a,Sample 2225,50,50,10.199,77.204,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,B20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,K12,4.95E-05,M,XS120527b,Sample 2226,50,50,10.426,87.176,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,B20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,L12,4.95E-05,M,XS120527b,Sample 2226,50,50,10.376,87.176,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,C20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,S13,4.95E-05,M,XS212042a,Sample 2227,50,50,10.444,87.34,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,C20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,T13,4.95E-05,M,XS212042a,Sample 2227,50,50,10.394,87.34,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,D20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AA14,4.95E-05,M,XS127665b,Sample 2228,50,50,10.377,87.62,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,D20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AB14,4.95E-05,M,XS127665b,Sample 2228,50,50,10.327,87.62,Percent,DMSO,,,,,,,,
Sourceplate[22],,384LDV_DMSO,G20,0.005,M,Destination Plate[3],,Greiner_1536HiBasePS_782096,AB18,4.95E-05,M,XS053791c,Sample 2231,50,50,10.29,86.686,Percent,DMSO,,,,,,,,
